gender,match,samerace,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
0,1,1,24,100,0,0,0,0,0,8,10,9,9,8,8,25,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6
0,0,0,27,35,20,20,20,0,5,6,8,7,8,7,5,26,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
0,1,0,22,60,0,0,40,0,0,8,8,10,7,6,5,26,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
0,1,0,22,19,18,19,18,14,12,10,10,10,10,10,10,26,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
0,1,0,23,30,5,15,40,5,5,7,8,7,8,8,7,26,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
0,1,0,24,30,10,20,10,10,20,7,9,8,9,7,7,26,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
0,1,0,25,50,0,30,10,0,10,6,6,7,8,7,7,26,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
0,1,0,30,35,15,25,10,5,10,8,6,7,8,6,5,26,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
0,0,0,27,33.33,11.11,11.11,11.11,11.11,22.22,7,7,7,7,6,5,26,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
0,1,0,28,50,0,25,10,0,15,6,6,6,7,6,6,26,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
0,0,0,24,100,0,0,0,0,0,5,6,6,6,6,6,26,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
0,0,1,27,35,20,20,20,0,5,7,8,7,8,6,5,26,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
0,0,1,22,60,0,0,40,0,0,1,1,1,1,1,1,26,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
0,1,0,22,19,18,19,18,14,12,10,10,10,10,10,10,26,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
0,0,1,23,30,5,15,40,5,5,7,8,7,9,8,8,26,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
0,0,0,24,30,10,20,10,10,20,6,9,9,7,8,,26,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
0,0,1,25,50,0,30,10,0,10,,8,7,7,7,7,26,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
0,0,1,30,35,15,25,10,5,10,7,7,4,3,4,4,26,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
0,0,1,27,33.33,11.11,11.11,11.11,11.11,22.22,6,6,6,6,6,5,26,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
0,1,1,28,50,0,25,10,0,15,7,7,7,7,6,6,26,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
0,0,1,24,100,0,0,0,0,0,6,6,6,6,6,6,26,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
1,0,0,21,15,20,20,15,15,15,6,9,7,7,6,5,27,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
1,0,1,24,45,5,25,20,0,5,5,7,8,4,6,3,27,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
1,0,1,25,35,10,35,10,10,0,7,9,10,7,8,9,27,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
1,0,1,23,20,20,20,20,10,10,4,10,8,5,8,7,27,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
1,0,1,21,20,5,25,25,10,15,5,8,8,2,2,2,27,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
1,0,0,23,10,25,20,25,5,15,6,9,7,6,7,6,27,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
1,0,0,22,15,15,25,20,15,10,4,8,8,5,7,4,27,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
1,0,1,25,9.09,18.18,27.27,18.18,18.18,9.09,5,8,7,4,7,5,27,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
1,0,0,26,20,10,20,30,10,10,8,10,9,8,7,6,27,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
1,0,1,26,15,15,15,40,10,5,6,10,10,6,6,,27,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
1,0,0,21,15,20,20,15,15,15,7,8,7,8,5,6,22,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
1,0,1,24,45,5,25,20,0,5,8,5,6,6,9,6,22,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
1,0,1,25,35,10,35,10,10,0,9,7,9,8,9,7,22,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
1,0,1,23,20,20,20,20,10,10,8,7,8,10,7,8,22,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
1,0,1,21,20,5,25,25,10,15,8,6,6,5,5,5,22,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
1,0,0,23,10,25,20,25,5,15,6,9,9,6,8,2,22,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
1,0,0,22,15,15,25,20,15,10,6,6,8,4,9,4,22,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
1,1,1,25,9.09,18.18,27.27,18.18,18.18,9.09,8,7,7,9,6,7,22,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
1,1,0,26,20,10,20,30,10,10,10,10,10,10,10,10,22,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
1,0,1,26,15,15,15,40,10,5,1,1,1,1,1,,22,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
1,1,1,21,15,20,20,15,15,15,5,8,9,8,5,7,22,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
1,0,0,24,45,5,25,20,0,5,5,8,9,6,3,4,22,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
1,0,0,25,35,10,35,10,10,0,7,9,9,7,9,7,22,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
1,0,0,23,20,20,20,20,10,10,4,7,8,8,6,7,22,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
1,0,0,21,20,5,25,25,10,15,4,6,8,8,6,5,22,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
1,0,1,23,10,25,20,25,5,15,4,7,9,4,3,2,22,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
1,0,1,22,15,15,25,20,15,10,3,6,8,7,8,8,22,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
1,1,0,25,9.09,18.18,27.27,18.18,18.18,9.09,5,8,8,6,7,7,22,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
1,1,0,26,20,10,20,30,10,10,5,10,10,6,6,6,22,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
1,1,0,26,15,15,15,40,10,5,6,10,10,10,6,,22,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
1,1,0,21,15,20,20,15,15,15,7,6,8,7,6,8,23,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
1,1,1,24,45,5,25,20,0,5,7,9,7,6,5,7,23,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
1,0,1,25,35,10,35,10,10,0,9,7,9,7,9,7,23,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
1,1,1,23,20,20,20,20,10,10,8,10,7,10,7,10,23,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
1,1,1,21,20,5,25,25,10,15,8,5,5,7,7,9,23,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
1,1,0,23,10,25,20,25,5,15,8,6,7,8,2,8,23,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
1,1,0,22,15,15,25,20,15,10,7,8,8,7,7,6,23,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
1,1,1,25,9.09,18.18,27.27,18.18,18.18,9.09,8,6,5,6,6,5,23,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
1,1,0,26,20,10,20,30,10,10,10,9,8,8,7,7,23,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
1,0,1,26,15,15,15,40,10,5,10,10,10,10,10,,23,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
1,1,0,21,15,20,20,15,15,15,5,6,7,7,6,6,24,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
1,0,0,24,45,5,25,20,0,5,6,8,7,9,7,8,24,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
1,0,0,25,35,10,35,10,10,0,9,10,10,10,10,10,24,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
1,0,0,23,20,20,20,20,10,10,6,9,8,9,8,9,24,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
1,0,0,21,20,5,25,25,10,15,6,7,7,5,4,8,24,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
1,0,0,23,10,25,20,25,5,15,5,4,8,8,4,2,24,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
1,0,0,22,15,15,25,20,15,10,4,7,7,4,8,5,24,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
1,1,0,25,9.09,18.18,27.27,18.18,18.18,9.09,6,8,8,5,6,7,24,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
1,1,0,26,20,10,20,30,10,10,5,10,8,8,5,5,24,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
1,0,0,26,15,15,15,40,10,5,5,7,7,7,7,,24,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
1,0,0,21,15,20,20,15,15,15,4,9,7,4,6,4,25,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
1,0,1,24,45,5,25,20,0,5,8,7,8,3,6,2,25,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
1,0,1,25,35,10,35,10,10,0,8,10,10,7,9,9,25,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
1,0,1,23,20,20,20,20,10,10,5,10,8,4,8,2,25,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
1,0,1,21,20,5,25,25,10,15,5,6,7,5,7,8,25,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
1,0,0,23,10,25,20,25,5,15,3,7,6,1,1,1,25,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
1,0,0,22,15,15,25,20,15,10,4,8,7,4,5,4,25,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
1,1,1,25,9.09,18.18,27.27,18.18,18.18,9.09,6,8,8,5,6,7,25,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
1,1,0,26,20,10,20,30,10,10,8,9,9,7,6,5,25,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
1,0,1,26,15,15,15,40,10,5,5,10,6,4,6,,25,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
1,0,0,21,15,20,20,15,15,15,7,6,7,4,6,7,30,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
1,0,1,24,45,5,25,20,0,5,7,5,9,6,7,9,30,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
1,0,1,25,35,10,35,10,10,0,8,9,10,7,7,9,30,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
1,0,1,23,20,20,20,20,10,10,7,10,10,7,10,5,30,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
1,0,1,21,20,5,25,25,10,15,6,6,8,5,5,6,30,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
1,0,0,23,10,25,20,25,5,15,8,8,8,8,3,4,30,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
1,0,0,22,15,15,25,20,15,10,7,7,8,7,7,7,30,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
1,0,1,25,9.09,18.18,27.27,18.18,18.18,9.09,6,7,8,5,7,7,30,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
1,1,0,26,20,10,20,30,10,10,6,8,9,6,6,6,30,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
1,0,1,26,15,15,15,40,10,5,5,10,8,6,9,,30,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
1,0,0,21,15,20,20,15,15,15,4,9,7,6,5,6,27,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
1,0,1,24,45,5,25,20,0,5,5,8,7,5,9,5,27,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
1,0,1,25,35,10,35,10,10,0,7,9,9,8,9,7,27,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
1,0,1,23,20,20,20,20,10,10,5,9,9,5,9,7,27,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
1,0,1,21,20,5,25,25,10,15,5,5,7,6,7,5,27,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
1,0,0,23,10,25,20,25,5,15,4,8,9,2,8,3,27,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
1,0,0,22,15,15,25,20,15,10,5,7,8,5,9,5,27,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
1,1,1,25,9.09,18.18,27.27,18.18,18.18,9.09,5,6,7,4,5,6,27,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
1,0,0,26,20,10,20,30,10,10,6,7,8,7,9,6,27,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
1,0,1,26,15,15,15,40,10,5,5,6,6,4,5,,27,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
1,1,0,21,15,20,20,15,15,15,7,6,8,9,8,8,28,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
1,1,1,24,45,5,25,20,0,5,7,6,8,9,4,5,28,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
1,0,1,25,35,10,35,10,10,0,9,9,9,9,9,9,28,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
1,1,1,23,20,20,20,20,10,10,9,8,10,10,7,8,28,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
1,1,1,21,20,5,25,25,10,15,7,5,7,8,7,9,28,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
1,1,0,23,10,25,20,25,5,15,7,6,8,8,6,9,28,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
1,1,0,22,15,15,25,20,15,10,6,6,8,8,8,6,28,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
1,1,1,25,9.09,18.18,27.27,18.18,18.18,9.09,8,8,5,9,8,9,28,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
1,1,0,26,20,10,20,30,10,10,8,5,5,6,5,5,28,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
1,1,1,26,15,15,15,40,10,5,9,9,9,9,9,9,28,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
1,0,0,21,15,20,20,15,15,15,5,6,6,8,10,8,24,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
1,0,1,24,45,5,25,20,0,5,6,7,8,7,9,8,24,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
1,0,1,25,35,10,35,10,10,0,8,7,9,7,9,7,24,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
1,0,1,23,20,20,20,20,10,10,8,9,10,10,8,8,24,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
1,0,1,21,20,5,25,25,10,15,9,6,7,9,6,5,24,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
1,0,0,23,10,25,20,25,5,15,8,9,9,9,10,7,24,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
1,0,0,22,15,15,25,20,15,10,8,6,7,7,8,6,24,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
1,1,1,25,9.09,18.18,27.27,18.18,18.18,9.09,7,6,8,7,9,8,24,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
