student_id,class,co-op,prog_exp,age,start_sal,datetimestamp,python,java,r,c/c++,other(s)
2b8e04,Sophomore,FALSE,8,232,80,9/9/2022 16:06,TRUE,TRUE,TRUE,FALSE,FALSE
a000f2,Sophomore,FALSE,10,230,100,9/9/2022 14:15,TRUE,TRUE,FALSE,TRUE,FALSE
fdc1ce,Sophomore,FALSE,8,232,165,9/9/2022 16:04,TRUE,TRUE,FALSE,FALSE,FALSE
7fe27e,Junior,TRUE,5,242,80,9/9/2022 14:13,TRUE,FALSE,FALSE,FALSE,FALSE
b8a119,Sophomore,FALSE,8,231,100,9/9/2022 17:47,TRUE,FALSE,FALSE,FALSE,FALSE
331678,Sophomore,FALSE,7,231,65,9/11/2022 11:56,TRUE,TRUE,FALSE,FALSE,FALSE
e49f6d,Senior,TRUE,7,264,100,9/9/2022 14:16,TRUE,FALSE,FALSE,FALSE,FALSE
e20a23,Senior,TRUE,5,257,75,9/9/2022 13:48,TRUE,FALSE,FALSE,FALSE,FALSE
38ce83,Sophomore,FALSE,7,226,90,9/9/2022 16:06,TRUE,TRUE,FALSE,FALSE,FALSE
8562f7,Sophomore,FALSE,10,237,100,9/9/2022 16:06,TRUE,TRUE,FALSE,FALSE,TRUE
f3fc59,Sophomore,FALSE,9,229,85,9/9/2022 15:43,TRUE,FALSE,TRUE,FALSE,FALSE
bc30b6,Junior,TRUE,7,245,170,9/9/2022 14:14,TRUE,TRUE,FALSE,FALSE,FALSE
caca15,Sophomore,FALSE,8,234,100,9/9/2022 15:53,TRUE,TRUE,FALSE,FALSE,FALSE
ba82ee,Sophomore,FALSE,10,233,80,9/9/2022 16:07,TRUE,TRUE,FALSE,FALSE,FALSE
4e008a,Senior,TRUE,5,273,72,9/9/2022 14:11,TRUE,FALSE,FALSE,FALSE,FALSE
8776fc,Senior,FALSE,5,254,62.4,9/9/2022 14:16,TRUE,FALSE,FALSE,TRUE,FALSE
89fe65,Sophomore,FALSE,8,231,100,9/9/2022 15:33,FALSE,TRUE,FALSE,FALSE,TRUE
2b6b69,Sophomore,FALSE,10,230,500,9/9/2022 15:38,TRUE,TRUE,FALSE,FALSE,TRUE
194a2c,Senior,TRUE,8,250,100,9/9/2022 14:04,TRUE,TRUE,FALSE,FALSE,TRUE
322916,Senior,TRUE,10,248,90,9/9/2022 15:43,TRUE,TRUE,FALSE,FALSE,FALSE
2ca138,Junior,TRUE,10,246,100,9/9/2022 16:06,TRUE,TRUE,FALSE,TRUE,FALSE
f8c87b,Junior,TRUE,5,247,85,9/9/2022 14:15,TRUE,TRUE,FALSE,FALSE,FALSE
2c6f4f,Sophomore,FALSE,6,238,75,9/9/2022 14:15,TRUE,FALSE,FALSE,FALSE,TRUE
b2b90e,Sophomore,FALSE,7,231,150,9/9/2022 15:34,FALSE,TRUE,FALSE,FALSE,TRUE
cc734e,Senior,TRUE,9,259,70,9/9/2022 16:03,TRUE,TRUE,FALSE,FALSE,FALSE
f60531,Sophomore,FALSE,7,237,75,9/9/2022 14:13,FALSE,TRUE,FALSE,FALSE,TRUE
20e653,Junior,TRUE,9,245,100,9/9/2022 14:14,TRUE,TRUE,FALSE,TRUE,FALSE
8.80E+162,Sophomore,FALSE,6,240,80,9/9/2022 15:32,FALSE,TRUE,FALSE,FALSE,FALSE
7da934,Sophomore,FALSE,10,231,100,9/9/2022 15:43,TRUE,TRUE,FALSE,TRUE,TRUE
901b98,Sophomore,FALSE,8,235,64,9/9/2022 16:09,TRUE,FALSE,FALSE,FALSE,FALSE
3523cc,Junior,TRUE,9,243,100,9/9/2022 14:16,TRUE,TRUE,FALSE,FALSE,FALSE
2204c2,Senior,TRUE,10,255,100,9/9/2022 14:18,TRUE,TRUE,FALSE,TRUE,FALSE
7f0ce2,Sophomore,FALSE,10,237,91,9/9/2022 14:14,TRUE,TRUE,TRUE,FALSE,FALSE
28c7e7,Sophomore,FALSE,9,230,80,9/9/2022 14:13,FALSE,TRUE,FALSE,FALSE,FALSE
5cd512,Sophomore,FALSE,9,235,120,9/9/2022 13:42,TRUE,TRUE,FALSE,TRUE,FALSE
fff41b,Senior,TRUE,10,253,45.517,9/9/2022 14:15,TRUE,FALSE,FALSE,FALSE,FALSE
02a6b5,Fifth year,TRUE,6,,45.517,9/9/2022 14:14,FALSE,TRUE,TRUE,TRUE,FALSE
1a0b32,Senior,TRUE,10,251,95,9/9/2022 16:06,TRUE,TRUE,TRUE,FALSE,FALSE
65db3c,Senior,TRUE,8,251,90,9/9/2022 14:20,TRUE,TRUE,FALSE,FALSE,FALSE
3a6075,Senior,TRUE,10,263,90,9/9/2022 16:07,TRUE,TRUE,FALSE,TRUE,FALSE
563e1c,Sophomore,FALSE,9,236,100,9/9/2022 16:05,TRUE,TRUE,FALSE,FALSE,TRUE
7da49a,Sophomore,FALSE,7,227,45.517,9/9/2022 15:37,FALSE,TRUE,FALSE,FALSE,FALSE
66300b,Senior,TRUE,9,263,80,9/9/2022 14:16,TRUE,FALSE,FALSE,FALSE,FALSE
62a2cf,Sophomore,FALSE,9,245,100,9/9/2022 15:38,TRUE,TRUE,FALSE,FALSE,TRUE
277657,Sophomore,FALSE,10,233,95,9/9/2022 16:06,TRUE,TRUE,FALSE,TRUE,FALSE
5a5403,Senior,TRUE,7,272,100,9/9/2022 14:20,TRUE,FALSE,FALSE,FALSE,FALSE
9b6af8,Sophomore,FALSE,7,237,185,9/9/2022 14:17,TRUE,FALSE,FALSE,FALSE,FALSE
923671,Sophomore,FALSE,6,242,55,9/9/2022 16:07,TRUE,TRUE,FALSE,FALSE,TRUE
0efab7,Sophomore,FALSE,6,236,100,9/9/2022 16:06,FALSE,TRUE,FALSE,FALSE,FALSE
874909,Sophomore,FALSE,10,233,70,9/9/2022 13:43,TRUE,TRUE,FALSE,TRUE,FALSE
eeea70,Sophomore,FALSE,6,237,100,9/9/2022 15:54,TRUE,TRUE,FALSE,TRUE,FALSE
16fc68,Sophomore,FALSE,6,234,100,9/9/2022 16:07,FALSE,TRUE,FALSE,FALSE,FALSE
8e86bf,Sophomore,FALSE,7,233,80,9/9/2022 16:04,TRUE,TRUE,FALSE,FALSE,TRUE
933149,Senior,TRUE,5,275,90,9/10/2022 16:30,TRUE,FALSE,FALSE,FALSE,FALSE
5f700d,Junior,TRUE,8,262,100,9/9/2022 15:50,TRUE,FALSE,TRUE,FALSE,TRUE
337136,Sophomore,FALSE,7,230,73,9/9/2022 16:06,FALSE,TRUE,FALSE,FALSE,FALSE
5cab45,Senior,TRUE,10,264,100,9/9/2022 14:13,TRUE,TRUE,FALSE,TRUE,FALSE
1e82c3,Junior,TRUE,2,246,100,9/9/2022 13:46,FALSE,TRUE,FALSE,FALSE,FALSE
ed1387,Sophomore,FALSE,10,238,75,9/9/2022 13:43,TRUE,TRUE,TRUE,FALSE,FALSE
1d0a68,Sophomore,FALSE,5,228,70,9/12/2022 16:02,TRUE,FALSE,FALSE,FALSE,FALSE
04a4e4,Sophomore,FALSE,10,228,100,9/15/2022 10:36,FALSE,TRUE,FALSE,FALSE,TRUE
d5042b,Sophomore,FALSE,9,236,70,9/15/2022 14:12,FALSE,TRUE,FALSE,FALSE,FALSE
83fd53,Sophomore,FALSE,3,236,100,9/16/2022 13:32,TRUE,TRUE,FALSE,FALSE,FALSE
664afa,Sophomore,FALSE,7,228,45.517,9/16/2022 13:38,FALSE,TRUE,FALSE,FALSE,FALSE
